r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7
89.37522575163389,80.40210347390813,73.74343992348635,108.61956414557571,100.11685238141004,93.46129573020217,129.41271581254463,122.79236320452117,117.62190554489459,155.4317176720292,151.2493366354087,145.46550504157116,176.40756792798786,175.21931433016584,169.94788020225621,196.22919888647846,195.3796473863209,189.46384163315835,219.71251682369018,219.22187079406785,212.57812920591064,252.34716449457272,252.91859809792243,245.40813666785678
91.29189738953212,83.59306136286457,73.86812069159785,107.30205171785488,100.43080004856006,91.43432074784998,123.15075011565327,115.15676425880514,105.11208776683219,142.19504213367998,132.0351795794801,119.41495541192916,160.02801592161666,148.71050214329452,134.7115737905698,180.7096952568171,165.25049152125706,146.4509707544896,193.47331927851602,179.49913328648265,162.0627313188095,206.65765219499994,193.18465518635844,176.52700299136626
83.54109796785245,80.21549893843356,66.79087048832638,101.06483324285361,99.23364091427797,88.57445268679317,121.68887582815512,119.04247702499231,105.3181235306638,145.74243605186425,140.8132218521955,122.36335293701129,170.65886860123965,163.9297358982722,141.89427779589082,197.73706687372308,187.30593031156118,158.40871590799142,212.8664474421677,203.5687380889845,175.48903254734043,227.89016835506357,219.62488156838398,193.25282413816853
45.29353652936351,73.29108592433941,63.381375402080906,61.35654672325052,89.6593241209409,79.74893966345613,97.71078380883404,116.09197651662666,105.96498094551126,127.62272855663022,145.22662649468322,135.15356369456498,157.01906762543243,173.4882443241492,163.56685788155505,184.56091712383142,196.43408993856082,187.09719804226435,200.46138892338664,212.32518509326104,202.73702279028203,223.27502199366637,234.64593625227025,224.75035528188135
77.62183068327047,77.18507377167633,69.36097980232552,103.16546812816941,103.43454583538085,96.16183760387369,126.36419644427363,126.51088423400701,118.21709792877888,151.96206144031527,151.59358737620485,140.61451513625084,173.86069805865316,172.7746798843449,158.98543990086733,200.3261947700673,198.7523669972989,183.32822362488702,227.04620177032965,222.90250747923272,201.39731055115573,239.21063649502358,236.9168618850558,218.5720480486597
69.53297909207731,68.7548804435601,59.76631627586441,104.1312433581232,102.13974495217177,87.10874955722208,136.90162355529984,133.8585580627352,115.57870115576316,165.59596334818636,162.23501733531396,141.64561664190668,191.86296917592983,188.54005032501806,166.54256657580066,219.26599226420893,214.6398889219463,190.5637211147469,242.15350210971553,235.72706047818932,206.50556962027005,251.42346521803645,250.21619152924043,224.55543002738005
78.49424460431739,73.22219938333954,65.1786228160245,101.41672083198003,96.3042736431489,87.86529086772327,123.69912078408848,117.65710579416961,107.60860478524546,145.5427338530075,138.24408407572744,126.12729677059671,167.12596048298568,158.23031009879276,144.53368551042743,189.58292840945987,177.25969117805698,160.10241874527458,206.84029147711345,194.0399371955276,175.8051048753851,218.82871851954195,207.5524790130244,190.92709058019682
48.65076769330322,47.71036613066309,40.47587898611272,79.49795459194974,78.67692779708885,69.74156269175245,108.78326534155283,107.6398750108435,96.53910250845837,137.02456565655757,135.3480404040355,122.01818181817775,164.43167222177175,162.5115844240318,147.88187952199092,193.0214516377091,190.63170844225456,174.23773642933676,222.96237985732364,217.45497965685271,193.87555280384532,236.57082367981485,233.13617480230064,213.5996644563701
53.634008605239515,48.23189315166577,45.71674435279367,94.94022024122104,81.87676979547541,68.22149973779835,126.1263667820109,111.85785467128586,102.87570934256534,149.92912005343513,137.3221739856455,128.84613458006598,172.72171118951698,159.01493195564572,147.83259828629096,187.23566121842745,176.15998018821006,163.85789995047244,215.0493154512468,210.0624476110683,189.57152835987404,243.15922438480308,239.35523952819776,223.30939668977265
86.06870760131214,86.46695077406999,81.90520090447686,109.7559335443039,110.24018987343493,105.54185126580089,134.79854386088934,135.46504559271187,129.60147027637453,159.57383700594625,160.16474291709778,153.1685904162311,183.52528308410416,183.9458898781226,175.42907770766712,210.41330517423452,210.03938753959494,199.47338965153264,237.32392788374108,234.6068265359978,218.19474881845306,249.51918878061605,249.37050722206428,237.42836748400896
79.00789289639755,79.55540013985508,76.08282545709459,101.42008393587622,102.14279213226312,98.92354755525731,119.17153784679036,119.85814590705019,115.72194314419082,140.47064272481455,140.8249964372243,135.19638021946133,167.62361226180528,166.75774647887417,157.72195526097764,193.86265555429117,190.36767895877128,176.46871789015995,212.27984882323057,209.02468075357396,193.83513714711808,228.96483425791413,225.79794599056393,209.6273440007333
85.89231000302013,82.28266746769233,68.70636827876176,113.4749126310653,109.00748876683906,92.61570144782358,141.5842521572366,134.9878954937683,114.05752636624865,166.95440296380528,159.08482948608372,135.04113232640248,189.58358051860927,181.4448378145635,155.96258731222014,214.016488893236,203.3090811233979,172.71323025736797,226.41918513791396,215.40032136643677,183.05681142833473,238.26010341886268,227.57261910736767,195.82177820172154
26.55059983810088,34.56944137782432,39.82637815559673,84.19530164026526,86.08256880733643,80.95482346400384,119.11697801499581,120.7680137247433,112.48659295972148,151.05770735524638,146.28252151799444,135.0716940532115,173.0953613808053,175.87400215749437,168.3919633225523,199.31965305691227,180.10161483675043,136.15379733446662,207.40777601573595,204.99967189809138,185.59637994204198,239.85034297644313,237.85189382645726,224.55347450045414
79.20938654307845,78.51799811690064,70.45078583326075,104.5435282523173,103.44858738503682,93.73940538763651,131.15180502413565,128.90267842289052,114.85534852768916,159.55559946257597,155.94681103295449,137.55457203824676,184.562330722494,180.35260961862184,160.42105263157967,213.47965210619802,206.20964496656867,180.70312195754383,230.86569661008366,222.92910801085492,195.02847042483506,243.27006949438706,237.14971243711716,212.3040378624375
56.42989833060854,54.24538722228286,45.38370779466592,89.82167374958654,85.340634194177,70.4895390650607,123.30741626793795,117.48670919723435,98.14992025518663,151.757107369579,145.80264973779163,125.07774404268741,173.94371783370116,168.3902450540626,148.10864535624896,191.7331644685081,184.2951786182254,160.7908550965134,215.49198946733392,204.81869230036176,174.09434979855936,225.4811226528114,217.0122353176104,190.3564222932605
73.322982701199,72.86537015151501,63.13720855267793,94.74497026446315,94.68916867014862,86.46001518408657,121.97403742530165,120.68090526109268,108.25276770843523,149.83383400566862,147.87649128829295,132.39884988413044,177.85975518734125,175.5682191371854,157.85333631885388,205.50883011359193,201.28480225519596,179.85382638255567,236.66248657770262,229.19884184693151,201.25985580607903,249.30627169979266,245.64478835786215,220.75803353771494
53.56042158821029,49.83190986734992,44.57459567507274,82.60185953842804,75.77237257180708,69.18778017598005,117.10748466257657,103.05386503067298,94.15447852759581,132.6178832768115,129.62600392646493,116.59682313045573,162.82921936327975,146.69672917575522,134.24055822067137,185.13752353064226,172.33967789165428,159.82524576448452,210.78846276356074,200.41893355419788,185.87500796328823,220.59891795672465,211.27271236857854,198.64315994095833
51.91057166878571,50.66214796131675,42.45870113490567,87.94150799694806,85.60030464583889,73.27265803503288,122.80954897814797,119.75334742775549,104.3523608174697,150.08424397426478,147.00945516545607,130.4484228474059,178.2754620038135,174.99428192591387,157.16864175023,211.0783065650188,205.3399452298069,182.86189031160308,236.34670182620036,229.40310138537922,202.47626731736221,249.58325062763933,246.06065736469105,220.8680600151447
53.85285625900559,51.81047638688432,45.376469375150435,85.90637738329457,83.04575936885553,72.98645627877183,126.54839509233845,123.0579997521518,108.17796505142901,155.4967476635597,151.5454205607599,133.79185046728855,182.0685727568554,177.82256314892268,158.67170308383652,211.11993167978193,205.31976830536135,183.18832615476592,234.53479638538138,227.38795329186132,200.2835641356864,247.75306937341804,243.0143299622971,217.25704369894683
5.969589905388148,5.969589905388148,5.969589905388148,46.68895194182147,46.68895194182147,46.68895194182147,83.08050300944477,83.08050300944477,83.08050300944477,116.21572538315345,116.21572538315345,116.21572538315345,151.39423503326339,151.39423503326339,151.39423503326339,188.45145579672186,188.45145579672186,188.45145579672186,225.57156479449745,225.57156479449745,225.57156479449745,251.08874402616726,251.08874402616726,251.08874402616726
54.14439731353633,51.08854718982451,41.790738776961774,82.34749938406532,77.43520571568376,63.477580684914216,122.18562360610905,114.85074626865676,94.83496311545915,153.5266183650985,144.30760749724465,119.86163175303624,176.62756379882325,166.81276653354226,140.51695661003055,200.46487196323199,190.33844021302536,163.04224119063105,227.2744644898445,213.77965806870006,179.56883355697425,236.79687574413225,225.35681287801634,194.93308567892626
41.72758489125154,37.207840518872246,34.57563906904193,67.56324027071301,59.30372250421621,52.49830795260644,91.28337522441849,80.02599640932344,69.711741472158,114.02127039627231,102.20381701630802,91.17336829835776,138.3098798513284,124.93154118766087,110.67464776558461,168.21389369220506,151.73197503947094,127.91248778287435,183.7247217432216,174.80717980874908,163.40601975231672,243.69877374370824,240.42849242615574,226.0742005289527
56.45672313394563,51.04102699840054,43.68250397036094,83.36759271931238,76.83933214725567,68.40358560284206,118.44655011343019,110.03309755772887,97.46643533964715,143.03614988977802,134.11807494490157,119.96069066862316,164.5449010654488,155.13430455896096,140.13155033702938,187.66804251366702,175.39645031472978,157.1402332060699,207.4650153058217,194.55191478726363,174.65224589243346,220.8624863315904,208.36382489345922,188.618604125049
54.94345047922262,50.35335463257327,44.39720447282377,79.03619805616944,74.0069641080461,67.50394122597214,101.91832577699896,96.60963269596478,89.67212037583539,123.45475638050756,118.42295618944006,110.99870342568661,144.1141207815247,139.17130451944425,130.7725478586943,159.11080928127072,153.64897189208412,144.1616298811371,181.55473833097844,171.41888260253575,157.27256011313938,215.248060032394,196.86492709131437,174.29257269547233
52.69442780109,44.36788496105646,31.540443379266705,81.86753281544202,72.68229306188249,58.83056522903597,119.35934319447387,106.21169765232922,85.47374134889174,153.51476698484802,139.29466591802534,116.84300954519722,183.51929679989004,167.5045094538299,141.4582703841044,201.07638549805736,183.82012939453315,155.8175659179665,225.41196061926976,204.75361417121303,172.22047359367338,238.08524062018788,222.92710920196185,194.73978119336635
40.027087576390926,38.995723014271476,30.32627291243199,77.85330865341977,76.77348449793483,65.09289680705304,106.80892608090846,105.737689089168,93.50595429675681,138.11027190332865,136.94620032535812,124.66279339995154,169.2593130642302,168.09245615855394,155.4854207740993,192.94606556859844,192.2118491353528,178.68230533337695,208.03875509937407,206.66255428347603,192.092610869875,231.41596516691106,225.5095168982028,201.69732531621787
82.08583690986958,71.80836909870436,55.44871244634837,110.1805718762223,99.4886408147182,81.94418331374371,131.37784108502956,120.39047501082858,102.15724283148116,150.76559366754464,139.63224274405852,121.03688654353616,168.95376642731205,157.6349410648938,138.07292372307114,183.42433040277888,171.88877530156475,152.13649560416582,207.9772125750418,188.67974953197637,159.86011232327928,230.62237420615367,210.23970037452378,179.54127992183362
55.55330693649884,49.352544361335376,37.88825340958344,86.97719270166237,81.13700384122095,69.77704865556039,116.56190323356925,110.12027601700261,97.28267672309434,145.00097032424804,138.07665561574623,124.10253092909045,173.13902728351098,165.83882957690793,150.64721233689144,204.23355539106623,193.47293362940297,171.74211695040282,222.7806455440823,211.0146849412904,186.65213005813553,237.19432516628567,227.80542224466666,207.71053296286212
36.939348558576256,29.51722201422882,16.306252339953346,72.8598623517201,65.84887977742177,52.62205300922872,113.60946745562433,105.49182868413827,89.54127923358178,147.38596125807396,138.86450739429466,122.42293272235185,178.20571349519298,167.4756173479985,148.6491664937407,202.22255275634245,188.28102630845223,165.50314523875315,217.92198655205746,205.65777927776102,183.41267945691067,232.80180104359275,223.08996801885394,204.62792459181986
25.963093835898604,19.430113859410653,8.659599528870743,56.09954097247004,49.59597075821607,37.00348520911406,88.01767979918989,80.83062315834512,66.53781512604417,120.59790209789097,113.28840856113894,98.63413858867852,157.450830769231,148.89599999999967,131.9417846153845,202.6001904988734,184.8400206373605,157.99722189148872,219.36931648593634,203.73321062576898,177.27591781916362,237.19269102990378,227.0227696296687,206.85876347134922
40.98749892971401,59.638153951553775,66.43351314324502,63.753920729961465,82.4153122326692,99.29712004561975,102.2218562522108,116.68250794023625,128.32478531937105,126.93950903847741,142.8053035098768,158.40282760075678,153.59810231571257,167.05553712428167,178.80751111406218,179.03916497321262,189.2298171069645,196.0831331978552,213.51414415855305,216.850966917049,213.13712641840854,248.11654480113305,248.69535258402055,240.5284669723802
64.2955718554644,59.92828035858926,42.16164085845226,102.49022252190109,98.3846257586025,80.27781523937695,131.22706322287394,126.79963475085638,107.45482215844802,157.76816239315107,152.7614468864392,131.40720390719386,184.34300173729474,178.5033612810597,154.24072815167253,212.7292120156761,204.87338557538806,175.6240748802766,236.21918520656956,225.10043340077064,189.6801502456056,249.7366187771279,243.22753090547187,208.95709989978832
48.69658203124162,44.32412109377037,36.680273437521535,81.36540849267105,75.93742239881212,66.03203377203589,118.66338930623346,111.92554131683235,98.44167034909114,146.52666895421447,139.84757329672942,125.48747569484205,165.46643124945652,158.90081960065993,144.37688551748028,201.67040514145106,182.2590258962849,155.59964715518456,217.9654820985442,199.45972172990554,171.28921481745715,228.98403213165642,216.0520180250861,192.64841300940725
58.150226892791466,52.84559350367667,33.97336995460745,90.37664962551172,84.61633575078415,63.330876233488766,124.66840964163102,118.54559367427584,95.71240913147858,158.97669283610975,152.4021099116819,128.26361629048347,192.3963724839628,185.14299933643014,158.6095996460955,227.23642481436178,214.59023050742792,177.55635055692412,241.0093206185329,230.27902591452343,194.66012068315297,251.09226713534954,245.47761539170662,214.03690685412138
50.322577005555246,50.29515965246665,43.19508067247074,82.23777707076172,81.81779616076032,72.0679817584296,113.5442830621497,113.17811510318242,102.24855301956012,144.4853377656359,144.20681467409645,133.10316989195903,178.02335708630338,177.742280285037,165.78965426233714,214.6445825398412,212.07166482910844,194.95379372556735,240.07483697739124,236.9910625239541,214.72700421942864,251.05892092986974,251.26482162438725,235.74466163474693
74.84271671134266,73.80540661304084,64.39499553173651,111.94722121978758,110.21364128472362,96.8003428365396,133.38727758923636,131.62496143164427,118.32176283042234,152.74543073817722,150.79709749576278,136.10033280595044,176.5997735635413,174.4257005377858,156.84234361732183,204.48219870098396,202.15119076256863,183.38693769545287,236.02167452348112,230.34971305594271,205.04990776800386,249.59399589459855,246.3720777739611,221.6366461398351
49.572706935116486,45.690758905519715,37.734297022884164,94.20387742338448,89.56493641860065,77.46925161559668,127.64606084242772,122.5189157566375,108.4754290171678,150.56909876467506,144.96105397676266,130.36591005903315,172.59690384042955,166.54659124739237,151.5532152426319,202.83716594157357,190.97315102548578,168.36266832400574,217.69970444010823,208.22197219048948,187.63484919727432,230.85338414913414,223.3323996693784,204.42754155568443
47.17348588483222,47.38788707871842,39.795050366850234,80.73564073936816,80.94095025430023,72.4648306661506,114.9470923094152,115.17088960821197,105.92398705211735,145.6594558851367,145.9332136784514,136.500000000003,175.17443470235767,175.2430087678771,164.6127365020792,206.4775117881784,205.4851287631451,191.74591947769537,238.21888331711432,234.33347054859937,212.11267869169444,250.40025857109796,250.44438325994972,235.3335807316597
65.0373302395259,49.94485770831882,47.60226574761569,85.96277207164485,66.13630464604266,60.237606140363496,106.30217406699215,84.70681963034608,73.05509524821318,133.5889273356433,117.5190311418702,99.3153402537454,164.25622542595275,148.3718872870244,118.28953691568387,190.09092671578503,174.232648313304,140.73167894532236,209.52754668681166,195.7774739659126,177.27924835649378,228.1645095063955,218.14505043287863,206.4199767919061
59.1247034009873,55.721328763507685,50.988531505407536,85.21730821729582,81.86459186458794,76.24133224133503,123.66293067662389,119.6827175868236,111.4931506849342,149.61069712374874,145.29925482275567,135.35489936625382,172.4556655665591,168.05478547854756,157.6770810414387,197.85615111398246,190.31196857173288,176.7083198794558,213.31206741859484,206.34449500127766,192.09680210202794,225.96158561502222,219.24211464874577,205.56373295687027
52.48811630847129,44.192541087224384,32.705436156773686,77.10851046890787,68.35968473846344,56.79937903034239,101.13424615620842,91.6999158571142,78.44764017441457,124.42405788795327,114.52507522568213,100.11534603811923,147.85085336119798,137.57715081853058,121.5862068965506,168.6321796210738,157.84887363866744,139.54214530808096,187.07170590664413,173.51842213959463,152.3519206939389,214.64448711320622,192.40506609555018,163.59847869434554
45.100708431720975,44.1648840116556,40.85345186831141,82.20654377879626,77.71345622118588,67.99225806451257,106.86741923861567,102.03098354748424,91.37744685960985,130.6695257567401,123.94978307484777,110.81987732508581,151.18028722458888,147.12695888103832,134.83889226738705,175.98329159652994,167.4034237858588,146.55909520094872,195.33739456419505,192.89655576381665,179.95595126522616,230.6673879837233,224.50400967411792,209.02125763747063
62.05221778928194,62.59704294766476,58.077915982154565,98.69351389879321,98.89932287953884,90.61261582324195,131.92923076922864,131.89846153845312,121.27092307692931,164.7386453137286,164.70333420845378,153.11341559464205,196.16030969845013,195.58158109209572,181.52021189894143,217.88576180537223,217.71702974171046,202.6046177928562,236.96983083721702,234.39686815358183,215.37334338971527,250.92962455287375,250.85527063620907,234.78054896192813
49.51053639848551,46.548343475355736,39.003831417620916,71.54368164450128,68.3403610488812,59.66273553827561,96.26694329185116,92.92544951590091,82.62876901797745,119.55865304995903,116.1952111509757,104.8020977090788,143.786300552157,140.1959409043437,127.3948664378442,171.4884035361381,166.76557462298058,151.62340093603478,214.10833659110455,200.5498436278534,168.42464816262364,229.78283133934184,219.9370606583002,192.362180531629
43.26325960919766,41.05110586214012,29.572686278721065,78.72331235344838,76.09946933235192,61.98185857090053,106.45388118183361,103.80662924917767,89.28687916975625,135.65861955448682,132.77943597059055,118.0424668056631,164.49990912395393,161.59087604507462,146.50845147219275,184.51172943890106,181.86139892389895,165.87086856264497,199.71202833401216,196.56484130228347,179.8200858193715,222.58982256733935,214.9472474079369,190.43824562925772
77.54571873375534,71.0908147379415,66.02418266733069,109.08867392178601,92.93127771060723,84.22319629179525,146.97335234126925,114.1809408926477,102.02072595678175,167.62724782660786,142.85518637609113,128.88352983208352,188.11497619919461,171.75961186378615,153.04723544489258,207.79041785167436,199.1901115729582,182.4344782323349,228.93884410297397,227.31502868262842,214.66225265977764,239.1378120020935,238.62709107807422,227.8338754646858
72.89249076733333,66.78375051292423,48.128846942961744,107.78424186898172,100.43563902886575,78.32371354405156,130.7963993737979,123.39946077579495,100.57131675073828,149.30168358504068,141.83442683832925,118.35615251299731,166.06225215927003,158.44717257863024,134.31245586397898,180.82493475943235,173.0452089535788,147.62502297202835,193.2728723970269,184.8690269253981,157.86473447089892,208.4012553683445,197.87822926991248,167.91516352824482
55.36567505719941,54.45736079327435,44.210831426382484,90.41368474403528,88.68778509881774,76.19118094271376,121.36508805547186,118.92636189432626,103.71019253581332,150.9815097388004,147.94587559465796,130.5867516380998,179.47750229568393,175.87653393438342,156.82794891059493,209.59842721054287,202.86439485966912,178.00607378045288,234.34691528547498,225.72444751381565,195.07510359113886,247.67302620736803,242.89929124773673,214.8936459534942
59.97546712311291,53.86307231491091,37.6692340607804,98.13316151202719,91.6103092783499,72.7201030927798,134.17158138189666,127.5417750795058,107.40560855738309,165.59402769166664,158.46889853275763,136.71047737135487,191.05919282511115,183.0287810843877,159.14080717488744,217.2526055408972,204.56622691293177,172.05656332453546,227.46784666948588,216.95019899452603,186.50882383747552,239.0883194589013,231.00708896981394,205.14112903226822
47.63132530122898,43.800562248974174,36.70706827312142,65.17706212341704,61.17398711822281,54.39584458756985,89.46233766232766,84.04913419913055,75.10303030302583,127.31412752494604,110.96276466293517,86.4500486736402,142.2042042042051,127.5044106606642,105.84421921921825,172.32800672833565,162.87650686851333,148.4901878329082,210.05092160940657,195.5228430036603,175.52764828229186,225.58775538188743,212.8109831344973,194.47257644319012
42.964565117372956,40.619972388424145,29.840312931452672,70.28840993683339,67.35540552238096,55.02094694020941,99.49725792631835,96.37052270778952,83.10488431878409,130.12248236375632,126.85113996523225,112.59441774870399,163.29920098340511,159.6110633067001,143.79078057774922,199.51244933410004,194.53572669368603,175.38436595251736,231.57328895120878,224.16526512501142,197.66722144361012,244.45396891051757,239.4845069452081,216.32599179680398
53.167145318772214,42.77254451465072,16.39890867318165,96.41118935837358,86.17840375586405,55.80138236828536,123.36688787382933,112.75135740756063,81.32750150823264,149.1229195420854,137.07899650889362,102.89762117399232,174.28005910717297,160.65780059107033,123.36685332089002,204.7048751486338,183.64827586206647,135.29500594530737,226.80253849356453,204.58964984244014,152.68997086973252,234.77506436191157,216.9547260021861,171.0090842221167
64.17805871007735,59.37454467538177,53.05656738805983,87.36583137562613,81.71926389975211,74.28269381363535,114.81070898504896,107.94873844045551,98.28793241237693,136.9740424024742,129.90451854475157,119.18332237008336,150.08060593980437,142.7734901335464,132.11504883396438,164.8005092760993,156.6603855947624,145.32666424154047,199.19476864878067,182.38893758361513,160.1359505466774,211.63384899558716,196.16813668899087,175.02752251213997
64.9306039815715,60.20323923069266,47.04926329997822,92.42759995310965,86.86727635128149,71.184664087234,119.91474093893893,114.18341036245027,97.64826076379849,148.28688711516844,142.40946408210294,125.14184720638798,176.30672268907531,169.64915966386621,150.341836734694,203.42623566998682,194.1198271001778,169.4505544070593,214.83737784399054,205.8412918865788,181.1359561627402,226.20841002407192,218.244796828552,196.55904006795987
63.82114234829254,62.800152652347776,53.30861213583724,92.45617831637144,91.10614585588708,79.74940489069513,122.14999999999146,120.5799595141746,107.66143724695226,152.5965902675828,150.96420910014206,137.5593316021255,186.74236216785548,184.9477935151605,170.5163291583741,222.7378200347996,218.37708177976427,198.156040268459,238.2588336460513,234.40817177401226,213.20028142586017,249.4666118832579,247.73410982884903,229.56272106895824
77.51176731793274,74.46936056839314,63.87189165187421,108.96530869383248,105.57295254096597,90.88870222595962,127.36595114731024,124.18263015052423,109.72144090796917,145.10340136053682,141.59195011339017,125.56655328799232,168.3406634364524,163.98136414461317,144.90849795005576,195.40429240658472,189.782220285432,168.0271271380323,222.5042653403938,212.84397747111834,183.6520536214166,236.02755905511745,228.53849518812157,201.51633129191782
88.03989391714444,46.985441823732955,57.263852838260505,104.37974544654931,62.12508229097884,74.26014922097728,131.55937052932975,93.54907010014523,104.28602765856824,158.89336016096595,121.68634886240372,132.5584274880042,183.81471452440084,147.73993201590264,159.36959151927977,202.57757637594867,166.98163375548035,180.20794069982244,223.2867704280042,190.23294422826297,200.57321660182737,249.29321247892523,231.69076728499965,234.7637015177161
77.62520914668764,73.21583937534928,69.4616099646816,115.42125984252098,110.71286089238603,105.4467191601005,144.6110992529451,139.84621131270455,133.80448239061235,164.0675180391826,158.886897262633,152.2900011453491,181.27060237745278,175.67697342059688,168.63657005475855,202.7684281386724,195.0228205991267,185.89559071019457,216.1215567750951,209.6699011108327,199.8049789230788,229.01390077860083,220.97407362112037,210.04830622476862
