date,image
 December 25 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091225thumbnails/Covers/0x420/19091225.jpg
 December 18 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091218thumbnails/Covers/0x420/19091218.jpg
 December 11 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091211thumbnails/Covers/0x420/19091211.jpg
 December 4 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091204thumbnails/Covers/0x420/19091204.jpg
 November 27 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091127thumbnails/Covers/0x420/19091127.jpg
 November 20 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091120thumbnails/Covers/0x420/19091120.jpg
 November 13 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091113thumbnails/Covers/0x420/19091113.jpg
 November 6 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091106thumbnails/Covers/0x420/19091106.jpg
 October 30 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091030thumbnails/Covers/0x420/19091030.jpg
 October 23 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091023thumbnails/Covers/0x420/19091023.jpg
 October 16 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091016thumbnails/Covers/0x420/19091016.jpg
 October 9 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091009thumbnails/Covers/0x420/19091009.jpg
 October 2 1909 ,https://vogue.blob.core.windows.net/vogueoutput19091002thumbnails/Covers/0x420/19091002.jpg
 September 25 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090925thumbnails/Covers/0x420/19090925.jpg
 September 18 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090918thumbnails/Covers/0x420/19090918.jpg
 September 11 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090911thumbnails/Covers/0x420/19090911.jpg
 September 4 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090904thumbnails/Covers/0x420/19090904.jpg
 August 26 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090826thumbnails/Covers/0x420/19090826.jpg
 August 19 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090819thumbnails/Covers/0x420/19090819.jpg
 August 12 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090812thumbnails/Covers/0x420/19090812.jpg
 August 5 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090805thumbnails/Covers/0x420/19090805.jpg
 July 29 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090729thumbnails/Covers/0x420/19090729.jpg
 July 22 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090722thumbnails/Covers/0x420/19090722.jpg
 July 15 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090715thumbnails/Covers/0x420/19090715.jpg
 July 8 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090708thumbnails/Covers/0x420/19090708.jpg
 July 1 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090701thumbnails/Covers/0x420/19090701.jpg
 June 24 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090624thumbnails/Covers/0x420/19090624.jpg
 June 17 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090617thumbnails/Covers/0x420/19090617.jpg
 June 10 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090610thumbnails/Covers/0x420/19090610.jpg
 June 3 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090603thumbnails/Covers/0x420/19090603.jpg
 May 27 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090527thumbnails/Covers/0x420/19090527.jpg
 May 20 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090520thumbnails/Covers/0x420/19090520.jpg
 May 13 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090513thumbnails/Covers/0x420/19090513.jpg
 May 6 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090506thumbnails/Covers/0x420/19090506.jpg
 April 29 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090429thumbnails/Covers/0x420/19090429.jpg
 April 22 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090422thumbnails/Covers/0x420/19090422.jpg
 April 15 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090415thumbnails/Covers/0x420/19090415.jpg
 April 8 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090408thumbnails/Covers/0x420/19090408.jpg
 April 1 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090401thumbnails/Covers/0x420/19090401.jpg
 March 25 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090325thumbnails/Covers/0x420/19090325.jpg
 March 18 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090318thumbnails/Covers/0x420/19090318.jpg
 March 11 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090311thumbnails/Covers/0x420/19090311.jpg
 March 4 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090304thumbnails/Covers/0x420/19090304.jpg
 February 25 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090225thumbnails/Covers/0x420/19090225.jpg
 February 18 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090218thumbnails/Covers/0x420/19090218.jpg
 February 11 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090211thumbnails/Covers/0x420/19090211.jpg
 February 4 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090204thumbnails/Covers/0x420/19090204.jpg
 January 28 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090128thumbnails/Covers/0x420/19090128.jpg
 January 21 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090121thumbnails/Covers/0x420/19090121.jpg
 January 14 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090114thumbnails/Covers/0x420/19090114.jpg
 January 7 1909 ,https://vogue.blob.core.windows.net/vogueoutput19090107thumbnails/Covers/0x420/19090107.jpg
 December 31 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081231thumbnails/Covers/0x420/19081231.jpg
 December 24 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081224thumbnails/Covers/0x420/19081224.jpg
 December 17 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081217thumbnails/Covers/0x420/19081217.jpg
 December 10 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081210thumbnails/Covers/0x420/19081210.jpg
 December 3 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081203thumbnails/Covers/0x420/19081203.jpg
 November 26 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081126thumbnails/Covers/0x420/19081126.jpg
 November 19 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081119thumbnails/Covers/0x420/19081119.jpg
 November 12 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081112thumbnails/Covers/0x420/19081112.jpg
 November 5 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081105thumbnails/Covers/0x420/19081105.jpg
 October 29 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081029thumbnails/Covers/0x420/19081029.jpg
 October 22 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081022thumbnails/Covers/0x420/19081022.jpg
 October 15 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081015thumbnails/Covers/0x420/19081015.jpg
 October 8 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081008thumbnails/Covers/0x420/19081008.jpg
 October 1 1908 ,https://vogue.blob.core.windows.net/vogueoutput19081001thumbnails/Covers/0x420/19081001.jpg
 September 24 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080924thumbnails/Covers/0x420/19080924.jpg
 September 17 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080917thumbnails/Covers/0x420/19080917.jpg
 September 10 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080910thumbnails/Covers/0x420/19080910.jpg
 September 3 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080903thumbnails/Covers/0x420/19080903.jpg
 August 27 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080827thumbnails/Covers/0x420/19080827.jpg
 August 20 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080820thumbnails/Covers/0x420/19080820.jpg
 August 13 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080813thumbnails/Covers/0x420/19080813.jpg
 August 6 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080806thumbnails/Covers/0x420/19080806.jpg
 July 30 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080730thumbnails/Covers/0x420/19080730.jpg
 July 23 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080723thumbnails/Covers/0x420/19080723.jpg
 July 16 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080716thumbnails/Covers/0x420/19080716.jpg
 July 9 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080709thumbnails/Covers/0x420/19080709.jpg
 July 2 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080702thumbnails/Covers/0x420/19080702.jpg
 June 25 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080625thumbnails/Covers/0x420/19080625.jpg
 June 18 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080618thumbnails/Covers/0x420/19080618.jpg
 June 11 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080611thumbnails/Covers/0x420/19080611.jpg
 June 4 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080604thumbnails/Covers/0x420/19080604.jpg
 May 28 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080528thumbnails/Covers/0x420/19080528.jpg
 May 21 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080521thumbnails/Covers/0x420/19080521.jpg
 May 14 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080514thumbnails/Covers/0x420/19080514.jpg
 May 7 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080507thumbnails/Covers/0x420/19080507.jpg
 April 30 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080430thumbnails/Covers/0x420/19080430.jpg
 April 23 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080423thumbnails/Covers/0x420/19080423.jpg
 April 16 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080416thumbnails/Covers/0x420/19080416.jpg
 April 9 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080409thumbnails/Covers/0x420/19080409.jpg
 April 2 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080402thumbnails/Covers/0x420/19080402.jpg
 March 26 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080326thumbnails/Covers/0x420/19080326.jpg
 March 19 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080319thumbnails/Covers/0x420/19080319.jpg
 March 12 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080312thumbnails/Covers/0x420/19080312.jpg
 March 5 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080305thumbnails/Covers/0x420/19080305.jpg
 February 27 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080227thumbnails/Covers/0x420/19080227.jpg
 February 20 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080220thumbnails/Covers/0x420/19080220.jpg
 February 13 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080213thumbnails/Covers/0x420/19080213.jpg
 February 6 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080206thumbnails/Covers/0x420/19080206.jpg
 January 30 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080130thumbnails/Covers/0x420/19080130.jpg
 January 23 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080123thumbnails/Covers/0x420/19080123.jpg
 January 16 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080116thumbnails/Covers/0x420/19080116.jpg
 January 9 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080109thumbnails/Covers/0x420/19080109.jpg
 January 2 1908 ,https://vogue.blob.core.windows.net/vogueoutput19080102thumbnails/Covers/0x420/19080102.jpg
 December 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19111215thumbnails/Covers/0x420/19111215.jpg
 December 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19111201thumbnails/Covers/0x420/19111201.jpg
 November 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19111115thumbnails/Covers/0x420/19111115.jpg
 November 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19111101thumbnails/Covers/0x420/19111101.jpg
 October 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19111015thumbnails/Covers/0x420/19111015.jpg
 October 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19111001thumbnails/Covers/0x420/19111001.jpg
 September 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110915thumbnails/Covers/0x420/19110915.jpg
 September 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110901thumbnails/Covers/0x420/19110901.jpg
 August 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110815thumbnails/Covers/0x420/19110815.jpg
 August 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110801thumbnails/Covers/0x420/19110801.jpg
 July 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110715thumbnails/Covers/0x420/19110715.jpg
 July 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110701thumbnails/Covers/0x420/19110701.jpg
 June 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110615thumbnails/Covers/0x420/19110615.jpg
 June 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110601thumbnails/Covers/0x420/19110601.jpg
 May 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110515thumbnails/Covers/0x420/19110515.jpg
 May 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110501thumbnails/Covers/0x420/19110501.jpg
 April 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110415thumbnails/Covers/0x420/19110415.jpg
 April 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110401thumbnails/Covers/0x420/19110401.jpg
 March 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110315thumbnails/Covers/0x420/19110315.jpg
 March 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110301thumbnails/Covers/0x420/19110301.jpg
 February 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110215thumbnails/Covers/0x420/19110215.jpg
 February 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110201thumbnails/Covers/0x420/19110201.jpg
 January 15 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110115thumbnails/Covers/0x420/19110115.jpg
 January 1 1911 ,https://vogue.blob.core.windows.net/vogueoutput19110101thumbnails/Covers/0x420/19110101.jpg
 December 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19121215thumbnails/Covers/0x420/19121215.jpg
 December 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19121201thumbnails/Covers/0x420/19121201.jpg
 November 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19121115thumbnails/Covers/0x420/19121115.jpg
 November 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19121101thumbnails/Covers/0x420/19121101.jpg
 October 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19121015thumbnails/Covers/0x420/19121015.jpg
 October 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19121001thumbnails/Covers/0x420/19121001.jpg
 September 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120915thumbnails/Covers/0x420/19120915.jpg
 September 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120901thumbnails/Covers/0x420/19120901.jpg
 August 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120815thumbnails/Covers/0x420/19120815.jpg
 August 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120801thumbnails/Covers/0x420/19120801.jpg
 July 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120715thumbnails/Covers/0x420/19120715.jpg
 July 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120701thumbnails/Covers/0x420/19120701.jpg
 June 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120615thumbnails/Covers/0x420/19120615.jpg
 June 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120601thumbnails/Covers/0x420/19120601.jpg
 May 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120515thumbnails/Covers/0x420/19120515.jpg
 May 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120501thumbnails/Covers/0x420/19120501.jpg
 April 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120415thumbnails/Covers/0x420/19120415.jpg
 April 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120401thumbnails/Covers/0x420/19120401.jpg
 March 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120315thumbnails/Covers/0x420/19120315.jpg
 March 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120301thumbnails/Covers/0x420/19120301.jpg
 February 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120215thumbnails/Covers/0x420/19120215.jpg
 February 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120201thumbnails/Covers/0x420/19120201.jpg
 January 15 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120115thumbnails/Covers/0x420/19120115.jpg
 January 1 1912 ,https://vogue.blob.core.windows.net/vogueoutput19120101thumbnails/Covers/0x420/19120101.jpg
 December 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19131215thumbnails/Covers/0x420/19131215.jpg
 December 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19131201thumbnails/Covers/0x420/19131201.jpg
 November 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19131115thumbnails/Covers/0x420/19131115.jpg
 November 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19131101thumbnails/Covers/0x420/19131101.jpg
 October 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19131015thumbnails/Covers/0x420/19131015.jpg
 October 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19131001thumbnails/Covers/0x420/19131001.jpg
 September 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130915thumbnails/Covers/0x420/19130915.jpg
 September 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130901thumbnails/Covers/0x420/19130901.jpg
 August 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130815thumbnails/Covers/0x420/19130815.jpg
 August 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130801thumbnails/Covers/0x420/19130801.jpg
 July 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130715thumbnails/Covers/0x420/19130715.jpg
 July 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130701thumbnails/Covers/0x420/19130701.jpg
 June 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130615thumbnails/Covers/0x420/19130615.jpg
 June 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130601thumbnails/Covers/0x420/19130601.jpg
 May 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130515thumbnails/Covers/0x420/19130515.jpg
 May 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130501thumbnails/Covers/0x420/19130501.jpg
 April 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130415thumbnails/Covers/0x420/19130415.jpg
 April 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130401thumbnails/Covers/0x420/19130401.jpg
 March 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130315thumbnails/Covers/0x420/19130315.jpg
 March 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130301thumbnails/Covers/0x420/19130301.jpg
 February 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130215thumbnails/Covers/0x420/19130215.jpg
 February 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130201thumbnails/Covers/0x420/19130201.jpg
 January 15 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130115thumbnails/Covers/0x420/19130115.jpg
 January 1 1913 ,https://vogue.blob.core.windows.net/vogueoutput19130101thumbnails/Covers/0x420/19130101.jpg
 December 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19141215thumbnails/Covers/0x420/19141215.jpg
 December 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19141201thumbnails/Covers/0x420/19141201.jpg
 November 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19141115thumbnails/Covers/0x420/19141115.jpg
 November 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19141101thumbnails/Covers/0x420/19141101.jpg
 October 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19141015thumbnails/Covers/0x420/19141015.jpg
 October 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19141001thumbnails/Covers/0x420/19141001.jpg
 September 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140915thumbnails/Covers/0x420/19140915.jpg
 September 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140901thumbnails/Covers/0x420/19140901.jpg
 August 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140815thumbnails/Covers/0x420/19140815.jpg
 August 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140801thumbnails/Covers/0x420/19140801.jpg
 July 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140715thumbnails/Covers/0x420/19140715.jpg
 July 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140701thumbnails/Covers/0x420/19140701.jpg
 June 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140615thumbnails/Covers/0x420/19140615.jpg
 June 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140601thumbnails/Covers/0x420/19140601.jpg
 May 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140515thumbnails/Covers/0x420/19140515.jpg
 May 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140501thumbnails/Covers/0x420/19140501.jpg
 April 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140415thumbnails/Covers/0x420/19140415.jpg
 April 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140401thumbnails/Covers/0x420/19140401.jpg
 March 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140315thumbnails/Covers/0x420/19140315.jpg
 March 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140301thumbnails/Covers/0x420/19140301.jpg
 February 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140215thumbnails/Covers/0x420/19140215.jpg
 February 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140201thumbnails/Covers/0x420/19140201.jpg
 January 15 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140115thumbnails/Covers/0x420/19140115.jpg
 January 1 1914 ,https://vogue.blob.core.windows.net/vogueoutput19140101thumbnails/Covers/0x420/19140101.jpg
 December 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19151215thumbnails/Covers/0x420/19151215.jpg
 December 1 1915 ,https://vogue.blob.core.windows.net/vogueoutput19151201thumbnails/Covers/0x420/19151201.jpg
 November 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19151115thumbnails/Covers/0x420/19151115.jpg
 November 1 1915 ,https://vogue.blob.core.windows.net/vogueoutput19151101thumbnails/Covers/0x420/19151101.jpg
 October 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19151015thumbnails/Covers/0x420/19151015.jpg
 October 1 1915 ,https://vogue.blob.core.windows.net/vogueoutput19151001thumbnails/Covers/0x420/19151001.jpg
 September 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150915thumbnails/Covers/0x420/19150915.jpg
 September 1 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150901thumbnails/Covers/0x420/19150901.jpg
 August 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150815thumbnails/Covers/0x420/19150815.jpg
 August 1 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150801thumbnails/Covers/0x420/19150801.jpg
 July 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150715thumbnails/Covers/0x420/19150715.jpg
 July 1 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150701thumbnails/Covers/0x420/19150701.jpg
 June 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150615thumbnails/Covers/0x420/19150615.jpg
 June 1 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150601thumbnails/Covers/0x420/19150601.jpg
 May 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150515thumbnails/Covers/0x420/19150515.jpg
 May 1 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150501thumbnails/Covers/0x420/19150501.jpg
 April 15 1915 ,https://vogue.blob.core.windows.net/vogueoutput19150415thumbnails/Covers/0x420/19150415.jpg
