r0,g0,b0,f0,r1,g1,b1,f1,r2,g2,b2,f2,r3,g3,b3,f3,r4,g4,b4,f4,r5,g5,b5,f5,r6,g6,b6,f6,r7,g7,b7,f7
219.47058038692722,218.99292861906915,212.37811874581902,28454.0,176.65623046764003,175.4828115233817,170.20387522018325,20354.0,109.11345776034221,100.61777996069537,94.01252455795463,17599.0,196.0989293093686,195.23805647735776,189.31143948406518,15971.0,130.36040467792114,123.82819751252052,118.64785594950703,14990.0,252.31422647082698,252.88033316932695,245.3676108807358,11353.0,156.1606450475823,152.11596757137235,146.35909411350048,10775.0,89.81883617195352,80.88128548255185,74.19028791562778,9864.0
206.49659783210325,193.03576232297613,176.38187356596404,25278.0,179.28076383380863,164.0330669269709,145.53090110426842,21932.0,120.1988654886841,112.50335789267655,102.73991002151132,16424.0,105.47117160248604,98.69625880582595,89.7885917515921,15337.0,138.64376691609348,128.76317465371633,116.55524597994244,14621.0,157.5450637627164,146.45307350623258,132.70275111047442,14000.0,90.50604077522948,82.7095393908872,72.87805184998203,12562.0,192.98350524832654,178.92697777979603,161.38728586358874,7946.0
213.23940083427527,203.93985589682703,175.85119453922604,26391.0,122.2865258870062,119.56136777788446,105.70179011683553,20687.0,198.43282648445353,187.97233182561808,158.97194687710868,18658.0,171.8144413069794,164.98588140379215,142.77652279144695,16861.0,146.56710414902258,141.57239627434612,122.95653401072816,14170.0,101.47861929896021,99.65814601741491,88.98517288415326,13387.0,228.0674680691091,219.85514650637222,193.57129977459277,12394.0,83.77231356429981,80.51071638285693,67.19465648855329,6812.0
44.410530331962164,71.15766882867797,61.16758870662407,30717.0,223.27502199366637,234.64593625227025,224.75035528188135,24177.0,200.46138892338664,212.32518509326104,202.73702279028203,16509.0,126.26875172986148,143.91170772211797,133.82959682627296,14777.0,156.23683788121818,172.78555377207073,162.84871589085185,12458.0,95.70981914784704,114.18248697250662,104.05057729641035,10787.0,58.61969614433676,88.03044609891228,78.1861872768303,10527.0,184.42866438915937,196.32119733201893,186.98353668458324,9828.0
103.16134665081866,103.43053712371025,96.15561919398496,32433.0,200.0892397267985,198.53286306125136,183.14511252939175,20101.0,239.208428699356,236.909642750516,218.54706936014813,17931.0,227.0172955974657,222.8746454556407,201.37600197312005,16974.0,173.7022741498015,172.61589818485248,158.84508658460246,14323.0,126.30382803296567,126.45447585395647,118.17432273263697,9586.0,151.90954213372774,151.541018348121,140.56282415927376,8931.0,77.62183068327047,77.18507377167633,69.36097980232552,6981.0
219.37172983189285,214.73331343877297,190.63334328061205,41602.0,137.35659128515124,134.30819084389964,115.97448979593017,35527.0,165.96317805510367,162.59644136908395,141.98603731620378,10053.0,69.62900815999475,68.84484542005507,59.8194460407028,9475.0,104.57460206401352,102.57495189784166,87.54591569006078,8704.0,242.15931545023184,235.73369549918738,206.51321530105554,8093.0,192.1000527704505,188.77372031662483,166.7565171503944,7241.0,251.42346521803645,250.21619152924043,224.55543002738005,5725.0
165.65516257843743,156.98053337136338,143.4811751283517,24439.0,100.9324548317595,95.82711752029506,87.42076910326078,23769.0,144.68851189638264,137.41982261016764,125.36569055328248,17929.0,122.98793692318955,116.995203836923,106.99222440230123,14207.0,218.3150742563678,206.89002482224788,190.09150574276222,14024.0,188.00691616933543,175.7810809303364,158.7682525517282,13872.0,78.32610056332236,73.04944711035846,65.00719799707113,11954.0,205.5454805843128,192.79553173205622,174.65059945168525,9586.0
164.61175313498998,162.68969756577434,148.0645029095984,34090.0,223.0298157060896,217.5155534687508,193.92496185000724,24810.0,109.63020057808717,108.46422002276682,97.27765612682398,13026.0,236.6084453747878,233.1939457370894,213.68927622577695,12228.0,80.51584168438961,79.69369369368702,70.70938354083967,12200.0,137.48814002943777,135.8098315066204,122.44127269752582,11420.0,193.09163591636252,190.70056888068592,174.3049661746582,11291.0,49.04038614827718,48.10619077143184,40.858648481106414,9875.0
188.3537317700911,177.72748069773874,165.25313125536374,41077.0,53.73012757605963,48.3127843697017,45.772950307767346,17559.0,128.12079182953372,114.02357836338996,105.24183583407421,17262.0,175.070615429066,161.42022536839028,150.05859578156765,12524.0,152.3889644142381,139.6252698920482,130.94554178328866,11209.0,95.48609543356014,82.40348896868647,68.75956900973844,9738.0,215.7523715135246,210.8261362027505,190.2840152909498,7888.0,243.20264381527852,239.40258538839097,223.36015288357908,7063.0
237.34322078465232,234.62553907649718,218.21079204793358,28544.0,86.67000330905236,87.06742223695265,82.51613170083081,23816.0,184.17507339204707,184.59416422026504,176.0253536162264,14088.0,210.68413189627586,210.28481485433406,199.70099242343548,13848.0,136.27136875541447,136.94405140052436,131.0022379439725,13025.0,249.51918878061605,249.37050722206428,237.42836748400896,12088.0,111.25404990403082,111.75347408830919,107.00452975045769,11243.0,160.56588101661234,161.1481612948969,154.09456197643215,9348.0
100.01657810838924,100.74473963866782,97.53092454836855,19265.0,139.91436894519688,140.2795881037852,134.70306889776475,18821.0,195.183094816963,191.5925389933919,177.4983116256527,18676.0,117.80478663597361,118.491727793525,114.4695079509562,18625.0,168.1706620098425,167.26916970947863,158.15677091601842,18374.0,77.94702643172232,78.48105726870432,74.96211453744732,14761.0,214.39548577036746,211.06466034236357,195.65014720315025,12598.0,229.8318712691216,226.81323643913788,210.72141188684884,9080.0
113.69057121477859,109.20316787227675,92.76939386380171,44926.0,238.26010341886268,227.57261910736767,195.82177820172154,20690.0,214.3236829386156,203.59154180763684,172.9329144514302,19919.0,167.38264093544805,159.5135469151063,135.4358779351689,10519.0,190.07911753518314,181.90471662229012,156.3609737542802,10516.0,85.99359547216432,82.38963360141383,68.82841823056268,8472.0,226.48740150470974,215.46676757331198,183.11387615190887,8024.0,141.98690728945292,135.36647794291136,114.37284736965994,6714.0
199.28910319583784,180.06898493593957,136.15669435450312,20643.0,239.85034297644313,237.85189382645726,224.55347450045414,18588.0,173.01905479600225,175.80030143179812,168.3340510281042,18298.0,118.62163375224429,120.3631059245968,112.12849448577171,16765.0,150.77811123481695,146.03823999225276,134.84331284186416,15590.0,83.6988973706633,85.56827820186297,80.49745547074397,14214.0,26.476461038981313,34.50243506497175,39.77449822905051,13555.0,207.38661933368448,204.98126706719816,185.58470780994656,7087.0
214.25505894220595,206.83546617915397,181.07898884195114,31160.0,132.2069515573968,129.89933674754184,115.63042565694582,16512.0,79.6210231254587,78.93195515066714,70.86334968464085,15863.0,160.41593268323098,156.80481283422273,138.36583831393057,14264.0,243.35016957366184,237.22559350777323,212.3882025193683,13482.0,185.26740823136706,181.02395253985895,161.055246570264,12697.0,231.05404363334696,223.16499052147708,195.29971403783793,12212.0,105.59394435353643,104.45752864158798,94.60908346971047,11910.0
91.26202860857775,86.66612483744723,71.50178803641757,30240.0,173.40869346733461,167.93201005025088,147.6576381909546,23448.0,214.80929370489972,204.13407691797593,173.44247699743028,22034.0,56.90553388590405,54.70587518282839,45.79071184789227,19900.0,124.47247949192447,118.62450383699299,99.20309605716092,10604.0,225.07569306033173,216.45818988946374,189.49420184817384,8204.0,190.84862581085267,183.5005974735467,160.28742744963955,7522.0,152.14492616432753,146.1988829988703,125.46895115486308,6148.0
92.41183395291868,92.42050805454727,84.31431226764117,26906.0,205.92175714878024,201.66033982593592,180.16145876502313,26081.0,71.32106715731977,70.73097647523691,60.6211065842907,16152.0,177.8588603905562,175.5642669775583,157.84261148353283,13680.0,148.7665630623303,146.83633240633827,131.430148863079,12198.0,119.18067730922394,117.9976930884953,106.10178093567794,12101.0,236.82709672483068,229.36585552496902,201.4038108356034,10853.0,249.35778415229984,245.71195469957718,220.84536005662864,7609.0
220.6019592678121,211.2753521292085,198.64822236281842,42669.0,118.30786101811954,105.19092693062369,96.0139674477544,31089.0,84.83261231280548,77.31414309484006,70.49217970048743,11275.0,164.77314152966423,148.14840957827406,135.7268584703376,11225.0,54.41547619045939,50.74642857143543,45.50952380950956,9231.0,186.22923443938416,173.804272392105,161.26154847104766,8625.0,134.7139689578708,131.27964523281338,118.15405764965783,6006.0,210.95252340053506,200.56068062660364,186.00016082857204,5880.0
236.95908827506994,230.04983581223522,203.07286073013344,33125.0,151.9855106152131,148.89322795598034,132.19936463660915,25873.0,124.52189067414209,121.46799285895399,105.99736461786185,13531.0,249.77684953408198,246.3297342944054,221.18373194193913,12909.0,52.34995383196744,51.08556478915432,42.84487534623484,11837.0,89.82906737275118,87.41806413650036,74.8362753751081,11765.0,212.48888394841873,206.61071587371526,183.8290351267282,9725.0,180.08334742181236,176.8005917159776,158.9852071005925,6815.0
54.506342913758544,52.43766105054257,45.91813676910054,33917.0,212.92735737510938,206.90215784806526,184.37052911617528,26078.0,247.9065879285032,243.21243960425383,217.51503182761908,13552.0,87.59665427508776,84.7174721189781,74.49535315985815,13527.0,157.83793357934331,153.8400738007494,135.90590405904018,12524.0,184.23460433950146,179.98444479897864,160.77584556477302,10090.0,234.97261244243128,227.8560382481344,200.69554952192001,8784.0,129.1251420777529,125.60604682883937,110.40679699931502,7528.0
251.08874402616726,251.08874402616726,251.08874402616726,50009.0,121.61713151801833,121.61713151801833,121.61713151801833,16446.0,53.33095165702544,53.33095165702544,53.33095165702544,10248.0,6.782500304056356,6.782500304056356,6.782500304056356,9500.0,190.9860406091412,190.9860406091412,190.9860406091412,9071.0,155.96723744292535,155.96723744292535,155.96723744292535,8760.0,89.03957894735534,89.03957894735534,89.03957894735534,8668.0,225.9813622170081,225.9813622170081,225.9813622170081,6578.0
120.72422724918141,113.48938007252667,93.72629943015252,40437.0,200.83661031705878,190.69977508524528,163.3705289124269,20555.0,227.40652899716437,213.91260046990607,179.69934462717268,15017.0,53.74784032008364,50.72383377285006,41.47567518415241,13781.0,153.1497126883073,143.93818915980881,119.52795465134818,12838.0,176.7078950872065,166.89315670350285,140.59099986686067,11020.0,236.91471661393928,225.48411578689758,195.0841644368963,8212.0,81.2686458206392,76.42328750455212,62.6544591799656,5820.0
