,date,month,year,name,f0,f1,f2,f3,f4,f5,f6,f7,distance0,distance1,distance2,distance3,distance4,distance5,distance6,distance7,xkcd0_BLUE,xkcd0_DARK GREEN,xkcd0_DARK PINK,xkcd0_DARK PURPLE,xkcd0_DARK RED,xkcd0_DARK YELLOW,xkcd0_GREEN,xkcd0_LIGHT BLUE,xkcd0_LIGHT GREEN,xkcd0_LIGHT PINK,xkcd0_LIGHT PURPLE,xkcd0_LIGHT RED,xkcd0_LIGHT YELLOW,xkcd0_ORANGE,xkcd0_PINK,xkcd0_PURPLE,xkcd0_RED,xkcd0_YELLOW,xkcd1_BLUE,xkcd1_DARK BLUE,xkcd1_DARK GREEN,xkcd1_DARK PINK,xkcd1_DARK PURPLE,xkcd1_DARK RED,xkcd1_DARK YELLOW,xkcd1_GREEN,xkcd1_LIGHT BLUE,xkcd1_LIGHT GREEN,xkcd1_LIGHT PINK,xkcd1_LIGHT PURPLE,xkcd1_LIGHT RED,xkcd1_LIGHT YELLOW,xkcd1_ORANGE,xkcd1_PINK,xkcd1_PURPLE,xkcd1_RED,xkcd1_YELLOW,xkcd2_BLUE,xkcd2_DARK BLUE,xkcd2_DARK GREEN,xkcd2_DARK PINK,xkcd2_DARK PURPLE,xkcd2_DARK RED,xkcd2_DARK YELLOW,xkcd2_GREEN,xkcd2_LIGHT BLUE,xkcd2_LIGHT GREEN,xkcd2_LIGHT PINK,xkcd2_LIGHT PURPLE,xkcd2_LIGHT RED,xkcd2_LIGHT YELLOW,xkcd2_ORANGE,xkcd2_PINK,xkcd2_PURPLE,xkcd2_RED,xkcd2_YELLOW,xkcd3_BLUE,xkcd3_DARK BLUE,xkcd3_DARK GREEN,xkcd3_DARK PINK,xkcd3_DARK PURPLE,xkcd3_DARK RED,xkcd3_DARK YELLOW,xkcd3_GREEN,xkcd3_LIGHT BLUE,xkcd3_LIGHT GREEN,xkcd3_LIGHT PINK,xkcd3_LIGHT PURPLE,xkcd3_LIGHT RED,xkcd3_LIGHT YELLOW,xkcd3_ORANGE,xkcd3_PINK,xkcd3_PURPLE,xkcd3_RED,xkcd3_YELLOW,xkcd4_BLUE,xkcd4_DARK BLUE,xkcd4_DARK GREEN,xkcd4_DARK PINK,xkcd4_DARK PURPLE,xkcd4_DARK RED,xkcd4_DARK YELLOW,xkcd4_GREEN,xkcd4_LIGHT BLUE,xkcd4_LIGHT GREEN,xkcd4_LIGHT PINK,xkcd4_LIGHT PURPLE,xkcd4_LIGHT RED,xkcd4_LIGHT YELLOW,xkcd4_ORANGE,xkcd4_PINK,xkcd4_PURPLE,xkcd4_RED,xkcd4_YELLOW,xkcd5_BLUE,xkcd5_DARK BLUE,xkcd5_DARK GREEN,xkcd5_DARK PINK,xkcd5_DARK PURPLE,xkcd5_DARK RED,xkcd5_DARK YELLOW,xkcd5_GREEN,xkcd5_LIGHT BLUE,xkcd5_LIGHT GREEN,xkcd5_LIGHT PINK,xkcd5_LIGHT PURPLE,xkcd5_LIGHT RED,xkcd5_LIGHT YELLOW,xkcd5_ORANGE,xkcd5_PINK,xkcd5_PURPLE,xkcd5_RED,xkcd5_YELLOW,xkcd6_BLUE,xkcd6_DARK GREEN,xkcd6_DARK PINK,xkcd6_DARK PURPLE,xkcd6_DARK RED,xkcd6_DARK YELLOW,xkcd6_GREEN,xkcd6_LIGHT BLUE,xkcd6_LIGHT GREEN,xkcd6_LIGHT PINK,xkcd6_LIGHT PURPLE,xkcd6_LIGHT RED,xkcd6_LIGHT YELLOW,xkcd6_ORANGE,xkcd6_PINK,xkcd6_PURPLE,xkcd6_RED,xkcd6_YELLOW,xkcd7_BLUE,xkcd7_DARK BLUE,xkcd7_DARK GREEN,xkcd7_DARK PINK,xkcd7_DARK PURPLE,xkcd7_DARK RED,xkcd7_DARK YELLOW,xkcd7_GREEN,xkcd7_LIGHT BLUE,xkcd7_LIGHT GREEN,xkcd7_LIGHT PINK,xkcd7_LIGHT PURPLE,xkcd7_LIGHT RED,xkcd7_LIGHT YELLOW,xkcd7_ORANGE,xkcd7_PINK,xkcd7_PURPLE,xkcd7_RED,xkcd7_YELLOW,anna
299,1964-12-01,12,1964,19641201.jpg,27012,21996,21669,20602,16521,11830,10982,5048,95.467271878901,61.20457499239743,68.66585760041157,94.24436322666729,80.50465825031495,100.99504938362078,48.39421453025145,83.07225770376053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1965-01-01,1,1965,19650101.jpg,36706,28739,19602,17242,11199,10177,6280,5295,89.5041898460625,82.09141246196218,52.41183072551463,100.36931802099684,100.06497888872009,76.94803441284255,76.05918747922567,44.384682042344295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
301,1965-01-15,1,1965,19650115.jpg,31173,19748,18624,15617,15337,15073,14319,5349,70.90133990271269,37.22902093797257,101.64152694642088,60.340699366182356,88.35157044444655,88.89319434017432,64.0156230931169,76.54410493303844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,1965-02-01,2,1965,19650201.jpg,26310,21012,18764,17591,15186,14879,13057,7601,79.55501241279521,112.36547512470189,77.03246069028303,70.04998215560086,88.93818077743664,92.59589623736031,47.539457296018846,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,1965-02-15,2,1965,19650215.jpg,23574,23002,22656,19278,16768,16318,9081,4983,46.49731175025068,71.85401867675878,87.58995376183277,80.83316151184488,69.83552104767315,83.15647900193947,80.13738203859671,69.03622237637282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
304,1965-03-01,3,1965,19650301.jpg,38573,21341,16178,15607,14268,12372,11528,5373,92.35258523723093,109.79070998950684,45.35416188179427,75.17313349861105,49.73932046178354,83.43260753446461,78.13449942247024,82.95782060782456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1965-03-15,3,1965,19650315.jpg,24244,24005,20786,18266,16856,15935,12184,5064,87.75534171775526,45.71651780264984,91.48770409186145,62.45798587850878,72.22188034107116,83.04817878797824,97.99489782636644,71.11961754677819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1965-04-01,4,1965,19650401.jpg,28765,24120,23261,19165,14167,11446,7476,4740,66.36264009214823,72.73238618387272,29.76575213227443,67.48333127521195,64.91532946846992,43.02324952859791,62.46599074696567,83.83913167489273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1965-04-15,4,1965,19650415.jpg,36961,22263,21340,15808,14241,10610,7813,6624,71.48426400264607,40.162171256046406,77.72387020729218,82.05485969764375,67.44627491566901,112.6809655620682,93.85094565320051,59.12698199637793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1965-05-01,5,1965,19650501.jpg,30331,29289,27496,15482,13362,9429,9384,5507,86.22064717919949,89.19080670113932,76.49182962905255,90.74690077352504,73.49829930005184,58.54912467321779,68.19090848492928,88.1702897806285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1965-06-01,6,1965,19650601.jpg,33521,29075,22650,15699,13041,10020,8827,6187,91.17017056033184,41.82104733265297,92.33092656309694,80.13114251026249,44.598206241955516,84.02975663418287,63.95310782127793,84.98235110892143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1965-07-01,7,1965,19650701.jpg,34200,22381,16786,16761,16090,15099,12715,5828,82.49848483457136,98.02550688468791,81.11103500757464,84.3208159353312,87.96021828076599,91.4111590562115,48.05205510693585,72.5534285888682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1965-08-01,8,1965,19650801.jpg,32712,30997,28399,18601,8152,7986,7983,5450,39.408120990476064,97.78547949465708,88.53247991556545,91.78779875342909,70.69653456853455,65.92419889539804,44.687805943008655,83.74365647617734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1965-08-15,8,1965,19650815.jpg,25933,25154,22479,16987,15410,14989,9377,8691,87.40709353364862,91.90212184710428,81.78019320104349,96.85556256612213,73.93240155709809,79.56129712366435,84.27336471270148,56.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1965-09-01,9,1965,19650901.jpg,31202,25620,19495,18283,14164,13712,11276,5688,44.45222154178575,92.13576938409969,91.54780172128659,82.81304245105356,74.43117626371358,82.76472678623425,43.74928570845472,71.95137246779939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1965-09-15,9,1965,19650915.jpg,24451,23871,19847,16009,15299,15183,13260,11940,83.36666000266533,59.177698502053964,88.10788840960836,88.73556220591607,42.37924020083418,91.81503144910424,60.8769250208977,83.65404951345752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,1965-10-01,10,1965,19651001.jpg,40921,24378,21624,14840,12131,9307,8233,5486,43.61192497471305,69.6419413859206,97.24710792614864,42.731721238442994,64.68384651518491,78.70196947980398,80.65977932030313,83.51047838445186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,1965-10-15,10,1965,19651015.jpg,32019,28055,19781,15249,15144,12383,10319,5230,97.26253132630262,108.16191566350884,91.32907532653552,76.32823854904551,84.59905436823746,85.21736912155878,68.22023160324215,48.80573736764972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1965-11-01,11,1965,19651101.jpg,28193,27530,17700,17662,15185,14269,12268,5793,89.44830909525345,75.05997601918081,72.80796659706958,44.30575583375144,67.54257916307313,68.7386354243376,88.46468221838589,68.1248853210044,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1965-11-15,11,1965,19651115.jpg,47246,34635,13613,12616,11933,7340,5644,3893,91.7442096265481,59.615434243155526,90.5428075553216,81.39410298049853,75.13321502504733,85.246700815926,96.51942809610924,46.711882856506655,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,1965-12-01,12,1965,19651201.jpg,38732,22514,19549,18095,12530,10563,8054,7723,45.902069670114,89.5488693395958,87.37276463521113,92.9623579735368,31.827660925679094,49.689032995219385,95.48821916864927,83.83913167489273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1966-01-01,1,1966,19660101.jpg,47149,17099,17043,14980,14947,13232,5262,4688,65.4217089351845,93.0,46.14108798023731,79.8373346248483,90.85152722987104,96.74709297958259,102.32301793829187,69.82120021884471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
321,1966-01-15,1,1966,19660115.jpg,37396,34174,16742,12338,10578,9385,7994,5793,89.9499861033897,95.5928867646542,72.84229540589725,101.03464752252071,84.44524853418338,46.2709412050371,92.65527507918802,49.88987873306569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,1966-02-01,2,1966,19660201.jpg,46823,26571,20432,12054,11120,7511,6037,3432,78.01281945936834,46.36809247747853,87.21238444166056,60.885137759555086,39.61060464067672,40.890096600521744,89.67719888578144,82.44998483929515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,1966-02-15,2,1966,19660215.jpg,21883,20211,19344,19319,18305,14453,11760,5345,77.1621668954417,53.48831648126532,89.01123524589468,74.81978348003956,57.32364259186605,77.02596964660684,91.0714005602198,91.65151389911681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,1966-03-01,3,1966,19660301.jpg,40376,31920,19199,15009,14592,6855,5342,4467,97.12878049270464,91.83681179135084,40.4103947023535,71.02816342831905,56.30275304103698,45.76024475459022,53.150729063673246,93.85094565320051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,1966-03-15,3,1966,19660315.jpg,41105,22146,17541,17377,16379,10561,6954,4017,82.23138087129513,95.87491851365508,82.75868534480233,86.61408661412993,93.28451104015072,81.52300288875526,75.1598296964542,43.829214001622255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1966-04-01,4,1966,19660401.jpg,33741,20698,20623,15883,13309,13056,12994,5356,85.56868586112562,97.1493695296063,80.14985963805552,74.47147104764348,76.90253571892151,48.877397639399746,102.02450685987165,110.29505881951376,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
