,date,month,year,name,f0,f1,f2,f3,f4,f5,f6,f7,distance0,distance1,distance2,distance3,distance4,distance5,distance6,distance7,xkcd0_BLUE,xkcd0_DARK GREEN,xkcd0_DARK PINK,xkcd0_DARK PURPLE,xkcd0_DARK RED,xkcd0_DARK YELLOW,xkcd0_GREEN,xkcd0_LIGHT BLUE,xkcd0_LIGHT GREEN,xkcd0_LIGHT PINK,xkcd0_LIGHT PURPLE,xkcd0_LIGHT RED,xkcd0_LIGHT YELLOW,xkcd0_ORANGE,xkcd0_PINK,xkcd0_PURPLE,xkcd0_RED,xkcd0_YELLOW,xkcd1_BLUE,xkcd1_DARK BLUE,xkcd1_DARK GREEN,xkcd1_DARK PINK,xkcd1_DARK PURPLE,xkcd1_DARK RED,xkcd1_DARK YELLOW,xkcd1_GREEN,xkcd1_LIGHT BLUE,xkcd1_LIGHT GREEN,xkcd1_LIGHT PINK,xkcd1_LIGHT PURPLE,xkcd1_LIGHT RED,xkcd1_LIGHT YELLOW,xkcd1_ORANGE,xkcd1_PINK,xkcd1_PURPLE,xkcd1_RED,xkcd1_YELLOW,xkcd2_BLUE,xkcd2_DARK BLUE,xkcd2_DARK GREEN,xkcd2_DARK PINK,xkcd2_DARK PURPLE,xkcd2_DARK RED,xkcd2_DARK YELLOW,xkcd2_GREEN,xkcd2_LIGHT BLUE,xkcd2_LIGHT GREEN,xkcd2_LIGHT PINK,xkcd2_LIGHT PURPLE,xkcd2_LIGHT RED,xkcd2_LIGHT YELLOW,xkcd2_ORANGE,xkcd2_PINK,xkcd2_PURPLE,xkcd2_RED,xkcd2_YELLOW,xkcd3_BLUE,xkcd3_DARK BLUE,xkcd3_DARK GREEN,xkcd3_DARK PINK,xkcd3_DARK PURPLE,xkcd3_DARK RED,xkcd3_DARK YELLOW,xkcd3_GREEN,xkcd3_LIGHT BLUE,xkcd3_LIGHT GREEN,xkcd3_LIGHT PINK,xkcd3_LIGHT PURPLE,xkcd3_LIGHT RED,xkcd3_LIGHT YELLOW,xkcd3_ORANGE,xkcd3_PINK,xkcd3_PURPLE,xkcd3_RED,xkcd3_YELLOW,xkcd4_BLUE,xkcd4_DARK BLUE,xkcd4_DARK GREEN,xkcd4_DARK PINK,xkcd4_DARK PURPLE,xkcd4_DARK RED,xkcd4_DARK YELLOW,xkcd4_GREEN,xkcd4_LIGHT BLUE,xkcd4_LIGHT GREEN,xkcd4_LIGHT PINK,xkcd4_LIGHT PURPLE,xkcd4_LIGHT RED,xkcd4_LIGHT YELLOW,xkcd4_ORANGE,xkcd4_PINK,xkcd4_PURPLE,xkcd4_RED,xkcd4_YELLOW,xkcd5_BLUE,xkcd5_DARK BLUE,xkcd5_DARK GREEN,xkcd5_DARK PINK,xkcd5_DARK PURPLE,xkcd5_DARK RED,xkcd5_DARK YELLOW,xkcd5_GREEN,xkcd5_LIGHT BLUE,xkcd5_LIGHT GREEN,xkcd5_LIGHT PINK,xkcd5_LIGHT PURPLE,xkcd5_LIGHT RED,xkcd5_LIGHT YELLOW,xkcd5_ORANGE,xkcd5_PINK,xkcd5_PURPLE,xkcd5_RED,xkcd5_YELLOW,xkcd6_BLUE,xkcd6_DARK GREEN,xkcd6_DARK PINK,xkcd6_DARK PURPLE,xkcd6_DARK RED,xkcd6_DARK YELLOW,xkcd6_GREEN,xkcd6_LIGHT BLUE,xkcd6_LIGHT GREEN,xkcd6_LIGHT PINK,xkcd6_LIGHT PURPLE,xkcd6_LIGHT RED,xkcd6_LIGHT YELLOW,xkcd6_ORANGE,xkcd6_PINK,xkcd6_PURPLE,xkcd6_RED,xkcd6_YELLOW,xkcd7_BLUE,xkcd7_DARK BLUE,xkcd7_DARK GREEN,xkcd7_DARK PINK,xkcd7_DARK PURPLE,xkcd7_DARK RED,xkcd7_DARK YELLOW,xkcd7_GREEN,xkcd7_LIGHT BLUE,xkcd7_LIGHT GREEN,xkcd7_LIGHT PINK,xkcd7_LIGHT PURPLE,xkcd7_LIGHT RED,xkcd7_LIGHT YELLOW,xkcd7_ORANGE,xkcd7_PINK,xkcd7_PURPLE,xkcd7_RED,xkcd7_YELLOW,anna
414,1970-09-15,9,1970,19700915.jpg,42729,23683,17675,17622,12227,9523,7248,6213,79.33473388119481,84.71717653463199,79.0,95.54580053565935,45.70557952810575,85.75546629807339,43.485629810317796,70.20683727387241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,1970-10-01,10,1970,19701001.jpg,35414,19872,19382,17517,13552,10541,7660,7522,70.49113419430843,96.23408959407264,95.85927185202274,96.5453261426984,79.30321557162736,62.1208499619894,80.46117075956576,45.47526800360829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,1970-10-15,10,1970,19701015.jpg,27859,23851,20332,16842,15563,13886,11820,5927,42.731721238442994,64.1482657598785,67.63135367564367,86.65448632355972,68.7386354243376,78.44743462982075,90.26073343375843,61.42475071174486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
417,1970-11-01,11,1970,19701101.jpg,22122,22011,20846,18737,16337,16326,13612,5249,84.29116205154605,86.65448632355972,96.15612304996496,44.83302354291979,44.687805943008655,98.18859404228172,83.07827634225448,65.21502894272147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,1970-11-15,11,1970,19701115.jpg,31926,23229,19019,17107,14071,13215,12884,4209,91.92932067626735,75.17313349861105,77.53063910480809,72.73238618387272,68.45436436049933,98.49873095629202,43.41658669218482,81.96340646898469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,1970-12-01,12,1970,19701201.jpg,29113,18742,17832,17826,16426,14798,11597,9746,85.4049178911847,85.9592926913664,98.8635423197045,77.25283166331187,65.70388116390082,91.05492847726583,92.35258523723093,45.62893818619934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1971-01-01,1,1971,19710101.jpg,45879,19860,16306,14849,14437,12262,9331,5256,44.95553358597805,61.49796744608721,74.31016081263719,84.53401682163222,97.62684057163789,88.69611039949835,72.97259759663213,98.55455342093536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1971-01-15,1,1971,19710115.jpg,33958,20173,19918,19683,15430,13018,7840,5640,84.75848040166836,72.72551134230682,56.75385449465085,91.25787637239868,42.63801121065568,72.62231062146122,83.33666660000267,88.1816307401944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
422,1971-02-01,2,1971,19710201.jpg,31631,23920,20483,19363,15067,13665,6465,6326,41.92851058647326,78.82892870006545,82.915619758885,60.86871117413281,93.36487562247379,64.69157595854347,46.76537180435968,86.47543003651384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1971-02-15,2,1971,19710215.jpg,34265,22658,15937,15909,13702,12374,11720,10775,66.61080993352356,43.46262762420146,88.7862601982987,54.45181356024793,82.32253640407346,89.72736483370052,73.66138744281159,72.89032857656768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
424,1971-03-01,3,1971,19710301.jpg,41526,19950,18253,17048,15757,14944,5204,3818,56.30275304103698,61.27805479941412,79.6303962064738,57.32364259186605,96.89685237405806,82.35289915965316,81.22191822408529,41.024382993532036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
425,1971-03-15,3,1971,19710315.jpg,34322,23596,20375,17363,15531,15307,5165,4841,87.32124598286491,80.66597795849252,57.69748694700662,77.62087348130012,96.0,35.94440151122286,70.03570517957253,38.026306683663094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,1971-04-01,4,1971,19710401.jpg,34430,18851,18536,18378,15280,12472,11284,6849,85.16454661418682,80.03749121505496,93.22016949137135,84.35045939412541,97.64220398987317,58.77074101966046,42.24926034855522,70.46275611981127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1971-04-15,4,1971,19710415.jpg,37253,29992,13830,13283,12881,12095,10145,7441,93.56281312572855,43.46262762420146,69.45502141674135,91.40021881811882,57.41950887982237,77.26577508832743,66.37770710110435,46.41120554348917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,1971-05-01,5,1971,19710501.jpg,33095,28417,23317,15219,11010,10784,8730,5928,70.51950084905594,87.38993077008358,95.80709785814409,78.5175139698144,85.19976525789258,73.16419889536138,95.88534820294494,50.77400909914442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,1971-06-01,6,1971,19710601.jpg,36030,22247,20395,17763,13312,11679,7980,5414,87.32124598286491,78.19846545808939,96.6126285741155,83.24061508662703,47.86439177509728,90.29950165975448,71.11258679024411,42.05948168962618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,1971-07-01,7,1971,19710701.jpg,22994,22049,21272,18444,17239,14567,11402,7693,82.37111144084436,50.53711507397311,83.6301381082203,94.86832980505136,103.24243313676794,43.84062043356594,91.87491496594706,61.0163912403872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,1971-08-01,8,1971,19710801.jpg,27972,23439,17115,16201,15917,14050,11937,9029,96.04165762834377,76.49182962905255,46.70117771534247,91.23595782365636,42.62628297189423,59.00847396772772,76.5963445602987,80.06247560499239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,1971-08-15,8,1971,19710815.jpg,37648,25698,18354,16658,14152,11121,6583,5866,76.01315675591957,68.8839603971781,62.84902544988267,93.33809511662427,71.40728254176881,98.90399385262457,83.7615663654877,41.41255848169731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,1971-09-01,9,1971,19710901.jpg,24782,22394,20022,19249,17888,13649,12059,6877,108.07867504739313,42.44997055358225,87.02298546935747,94.13288479590965,68.00735254367721,80.62877898120497,87.8862901708793,68.91298861608021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,1971-09-15,9,1971,19710915.jpg,46994,26146,20405,13104,9174,9045,8067,5665,79.4103267843673,108.28665661105248,87.15503427800371,50.01999600159921,78.34538914320358,69.42621983083913,42.64973622427225,48.83646178829912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1971-10-01,10,1971,19711001.jpg,37288,24831,20781,18306,14597,10858,5510,5169,96.031244915392,54.89990892524322,69.14477565225012,92.09234495874234,37.416573867739416,63.529520697074354,29.949958263743873,77.99358948016176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,1971-10-15,10,1971,19711015.jpg,31807,29321,23413,17555,15919,11648,5750,2347,93.56281312572855,71.39327699440614,67.08949247087803,93.6269192059634,43.02324952859791,63.560994328282824,78.09609465267773,43.45112196480086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,1971-11-01,11,1971,19711101.jpg,22838,22770,20721,20058,19657,17829,9771,3696,82.37718130647589,80.77747210701756,70.66116330771807,57.97413216254297,42.118879377305376,63.253458403473886,78.94935085230276,82.22530024268686,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,1971-11-15,11,1971,19711115.jpg,25351,24613,21594,17935,16785,15494,7469,7259,87.12060605849803,105.7969753820968,49.77951385861457,95.98437372822724,79.65550828411051,93.26842981416596,84.95292814258964,81.6455755078008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1971-12-01,12,1971,19711201.jpg,30165,24619,17368,15785,14051,13860,13388,7684,87.52713864853573,87.78382538941898,87.840765023991,91.15371632577578,97.80593029055038,79.8561206170197,82.62566187329455,53.018864567246254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1972-01-01,1,1972,19720101.jpg,41993,28274,13821,11693,11170,11047,10879,5523,80.3554602998452,43.0,83.40863264674707,80.52328855678958,70.49113419430843,75.6042326857432,46.04345773288535,47.51841748206689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,1972-01-15,1,1972,19720115.jpg,40906,21181,18938,16956,16136,11837,5620,4086,52.820450584977024,34.36568055487916,69.77822009767804,34.75629439396553,54.18486873657626,89.17398723843182,75.45859791965394,75.80237463298891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
